avg_day_temp_date,hour_day_value
2023-09-16,14.85142857142857
2023-09-17,13.340000000000002
2023-09-18,10.7425
2023-09-19,15.466666666666667
2023-09-20,15.925833333333332
2023-09-21,17.495
2023-09-22,18.013333333333332
2023-09-23,16.94666666666667
2023-09-24,14.444166666666668
2023-09-25,12.363333333333332
2023-09-26,13.604999999999999
2023-09-27,15.148333333333333
2023-09-28,16.196666666666665
2023-09-29,16.883333333333333
2023-09-30,15.546666666666667
2023-10-01,12.826666666666668
2023-10-02,11.832500000000001
2023-10-03,13.904166666666667
2023-10-04,12.731666666666667
2023-10-05,10.071666666666667
2023-10-06,8.0
2023-10-07,9.188333333333333
2023-10-08,4.985
2023-10-09,4.611666666666667
2023-10-10,4.735
2023-10-11,10.32
2023-10-12,10.568333333333333
2023-10-13,8.94
2023-10-14,11.955
2023-10-15,8.138333333333334
2023-10-16,5.2125
2023-10-17,6.06
2023-10-18,4.314166666666667
2023-10-19,1.4749999999999999
2023-10-20,1.9866666666666666
2023-10-21,1.3008333333333333
2023-10-22,3.6383333333333336
2023-10-23,4.9158333333333335
2023-10-24,3.5816666666666666
2023-10-25,0.3116666666666667
2023-10-26,-0.5025000000000001
2023-10-27,-0.3475
2023-10-28,0.1575
2023-10-29,0.7624
2023-10-30,1.055
2023-10-31,4.984166666666667
2023-11-01,7.6025
2023-11-02,4.1625
2023-11-03,5.86
2023-11-04,7.680833333333333
2023-11-05,6.933333333333334
2023-11-06,7.089166666666666
2023-11-07,7.401666666666666
2023-11-08,6.580000000000001
2023-11-09,6.5008333333333335
2023-11-10,6.433333333333334
2023-11-11,5.705000000000001
2023-11-12,5.220833333333333
2023-11-13,2.6133333333333333
2023-11-14,1.1933333333333334
2023-11-15,0.7933333333333333
2023-11-16,-1.0333333333333334
2023-11-17,-2.964166666666667
2023-11-18,-3.5525
2023-11-19,-1.9408333333333332
2023-11-20,-2.5516666666666667
2023-11-21,-3.7275000000000005
2023-11-22,-4.769166666666667
2023-11-23,1.0825
2023-11-24,-0.4583333333333333
2023-11-25,-4.786666666666666
2023-11-26,-8.774166666666666
2023-11-27,-6.381666666666667
2023-11-28,-5.050833333333333
2023-11-29,-5.7425
2023-11-30,-3.8783333333333334
2023-12-01,-4.3425
2023-12-02,-5.219166666666667
2023-12-03,-5.94
2023-12-04,-8.140833333333333
2023-12-05,-8.845833333333333
2023-12-06,-9.430833333333334
2023-12-07,-7.7058333333333335
2023-12-08,-8.509166666666667
2023-12-09,-9.025
2023-12-10,-6.21
2023-12-11,-5.079166666666667
2023-12-12,-3.3475
2023-12-13,-1.9358333333333333
2023-12-14,-2.3508333333333336
2023-12-15,-2.8941666666666666
2023-12-16,0.015833333333333328
2023-12-17,3.1016666666666666
2023-12-18,3.4608333333333334
2023-12-19,3.8575
2023-12-20,1.3433333333333335
2023-12-21,0.5683333333333334
2023-12-22,0.9049999999999999
2023-12-23,-0.30083333333333334
2023-12-24,-1.1208333333333333
2023-12-25,-1.845
2023-12-26,-1.9525
2023-12-27,-1.6033333333333335
2023-12-28,-1.1591666666666667
2023-12-29,1.6050000000000002
2023-12-30,1.795
2023-12-31,-5.680833333333333
2024-01-01,-10.088333333333333
2024-01-02,-16.614166666666666
2024-01-03,-18.338333333333335
2024-01-04,-18.723333333333333
2024-01-05,-16.211666666666666
2024-01-06,-17.323333333333334
2024-01-07,-18.035833333333333
2024-01-08,-8.736666666666666
2024-01-09,-0.07083333333333332
2024-01-10,1.3775000000000002
2024-01-11,-2.245833333333333
2024-01-12,-7.108333333333333
2024-01-13,-11.006666666666666
2024-01-14,-8.135
2024-01-15,-6.9675
2024-01-16,-10.6975
2024-01-17,-10.009166666666667
2024-01-18,-5.884166666666666
2024-01-19,-4.536666666666666
2024-01-20,-9.665000000000001
2024-01-21,-6.059166666666666
2024-01-22,-0.31
2024-01-23,2.6833333333333336
2024-01-24,1.4749999999999999
2024-01-25,0.38999999999999996
2024-01-26,-3.7066666666666666
2024-01-27,-2.7575000000000003
2024-01-28,0.4891666666666667
2024-01-29,2.3658333333333332
2024-01-30,0.9466666666666667
2024-01-31,1.4558333333333333
2024-02-01,1.8558333333333332
2024-02-02,-0.22916666666666666
2024-02-03,1.6325
2024-02-04,0.7641666666666667
2024-02-05,-1.58
2024-02-06,-3.814166666666667
2024-02-07,-7.021666666666667
2024-02-08,-8.784166666666666
2024-02-09,-11.400833333333333
2024-02-10,-10.660833333333334
2024-02-11,-7.168333333333333
2024-02-12,-4.8966666666666665
2024-02-13,-3.3524999999999996
2024-02-14,-1.5716666666666665
2024-02-15,-0.0666666666666667
2024-02-16,0.9191666666666668
2024-02-17,2.0858333333333334
2024-02-18,-2.1683333333333334
2024-02-19,-2.779166666666667
2024-02-20,-1.5858333333333334
2024-02-21,-0.6308333333333334
2024-02-22,1.4016666666666666
2024-02-23,3.061666666666667
2024-02-24,3.0224999999999995
2024-02-25,2.6341666666666668
2024-02-26,2.345
2024-02-27,1.2591666666666665
2024-02-28,1.0366666666666668
2024-02-29,0.7133333333333334
2024-03-01,0.87
2024-03-02,2.035833333333333
2024-03-03,2.1508333333333334
2024-03-04,1.0791666666666668
2024-03-05,0.07666666666666666
2024-03-06,-1.3941666666666668
2024-03-07,-2.2925
2024-03-08,-2.2533333333333334
2024-03-09,-1.9108333333333334
2024-03-10,-2.424166666666667
2024-03-11,-0.5358333333333333
2024-03-12,0.7483333333333334
2024-03-13,1.45
2024-03-14,3.861666666666667
2024-03-15,5.8999999999999995
2024-03-16,5.730833333333333
2024-03-17,1.95
2024-03-18,-1.6075
2024-03-19,0.4475
2024-03-20,0.8241666666666667
2024-03-21,2.6149999999999998
2024-03-22,2.6783333333333332
2024-03-23,3.563333333333333
2024-03-24,1.5466666666666666
2024-03-25,0.8300000000000001
2024-03-26,0.8716666666666666
2024-03-27,5.6125
2024-03-28,8.534166666666666
2024-03-29,6.3075
2024-03-30,5.704999999999999
2024-03-31,8.067826086956522
2024-04-01,10.838333333333333
2024-04-02,6.150833333333334
2024-04-03,0.6833333333333332
2024-04-04,-1.4691666666666665
2024-04-05,-0.2575
2024-04-06,3.4508333333333336
2024-04-07,5.156666666666667
2024-04-08,9.226666666666667
2024-04-09,10.521666666666667
2024-04-10,11.258333333333333
2024-04-11,7.655
2024-04-12,9.0975
2024-04-13,7.676666666666667
2024-04-14,7.05
2024-04-15,5.119166666666667
2024-04-16,3.9941666666666666
2024-04-17,3.7433333333333336
2024-04-18,1.6858333333333333
2024-04-19,-1.085
2024-04-20,0.05916666666666667
2024-04-21,2.0716666666666668
2024-04-22,1.6716666666666666
2024-04-23,0.8216666666666667
2024-04-24,3.3508333333333336
2024-04-25,4.030833333333333
2024-04-26,5.339166666666666
2024-04-27,6.984166666666667
2024-04-28,10.049166666666666
2024-04-29,14.045833333333334
2024-04-30,12.039166666666667
2024-05-01,10.981666666666667
2024-05-02,10.262500000000001
2024-05-03,10.815
2024-05-04,11.804166666666667
2024-05-05,9.523333333333333
2024-05-06,7.6125
2024-05-07,5.2375
2024-05-08,3.59
2024-05-09,4.424166666666667
2024-05-10,7.251666666666666
2024-05-11,7.9075
2024-05-12,8.581666666666667
2024-05-13,10.290000000000001
2024-05-14,12.679166666666667
2024-05-15,14.270833333333334
2024-05-16,15.57
2024-05-17,16.3
2024-05-18,16.1925
2024-05-19,17.271666666666665
2024-05-20,15.664166666666667
2024-05-21,13.924166666666666
2024-05-22,15.429166666666667
2024-05-23,18.718333333333334
2024-05-24,19.911666666666665
2024-05-25,20.218333333333334
2024-05-26,19.410833333333333
2024-05-27,20.407500000000002
2024-05-28,21.066666666666666
2024-05-29,20.0525
2024-05-30,20.298333333333332
2024-05-31,21.3275
2024-06-01,19.650000000000002
2024-06-02,18.735833333333336
2024-06-03,18.575
2024-06-04,18.396666666666665
2024-06-05,17.570833333333333
2024-06-06,15.975
2024-06-07,13.809166666666668
2024-06-08,12.614166666666668
2024-06-09,13.004166666666668
2024-06-10,13.058333333333332
2024-06-11,14.049166666666666
2024-06-12,13.736666666666666
2024-06-13,13.733333333333334
2024-06-14,12.841666666666667
2024-06-15,13.67
2024-06-16,17.539166666666667
2024-06-17,18.266666666666666
2024-06-18,16.941666666666666
2024-06-19,14.655
2024-06-20,15.468333333333334
2024-06-21,16.394166666666667
2024-06-22,15.475
2024-06-23,16.74
2024-06-24,18.486666666666668
2024-06-25,18.253333333333334
2024-06-26,19.243333333333336
2024-06-27,20.326666666666664
2024-06-28,24.151666666666667
2024-06-29,20.6975
2024-06-30,18.344166666666666
2024-07-01,19.513333333333332
2024-07-02,17.315
2024-07-03,15.736666666666666
2024-07-04,15.950833333333334
2024-07-05,15.619166666666667
2024-07-06,15.755
2024-07-07,18.201666666666664
2024-07-08,16.625833333333333
2024-07-09,17.019166666666667
2024-07-10,18.05
2024-07-11,20.7175
2024-07-12,19.353333333333335
2024-07-13,19.683333333333334
2024-07-14,19.133333333333333
2024-07-15,18.541666666666668
2024-07-16,20.704166666666666
2024-07-17,21.164166666666667
2024-07-18,18.720833333333335
2024-07-19,17.995
2024-07-20,18.1275
2024-07-21,18.718333333333334
2024-07-22,20.174166666666668
2024-07-23,21.359166666666667
2024-07-24,20.905833333333334
2024-07-25,20.280833333333334
2024-07-26,20.209166666666665
2024-07-27,20.069166666666668
2024-07-28,19.300833333333333
2024-07-29,18.99833333333333
2024-07-30,18.7
2024-07-31,17.584166666666665
2024-08-01,16.705000000000002
2024-08-02,17.224166666666665
2024-08-03,17.2675
2024-08-04,17.6775
2024-08-05,17.5275
2024-08-06,17.865
2024-08-07,17.811666666666667
2024-08-08,18.226666666666667
2024-08-09,19.615
2024-08-10,17.919166666666666
2024-08-11,16.173333333333332
2024-08-12,15.2725
2024-08-13,17.151666666666667
2024-08-14,17.4025
2024-08-15,18.4925
2024-08-16,19.819166666666664
2024-08-17,18.8075
2024-08-18,16.865833333333335
2024-08-19,16.57
2024-08-20,16.165833333333335
2024-08-21,17.991666666666667
2024-08-22,18.23333333333333
2024-08-23,15.7425
2024-08-24,18.00583333333333
2024-08-25,19.593333333333334
2024-08-26,17.350833333333334
2024-08-27,16.593333333333334
2024-08-28,16.695
2024-08-29,17.806458333333335
2024-08-30,20.10375
2024-08-31,17.756875
2024-09-01,15.753749999999998
2024-09-02,16.1675
2024-09-03,16.711458333333333
2024-09-04,20.485208333333333
2024-09-05,19.969166666666666
2024-09-06,17.419999999999998
2024-09-07,18.195
2024-09-08,18.470833333333335
2024-09-09,18.500833333333336
2024-09-10,18.093333333333334
2024-09-11,16.676666666666666
2024-09-12,16.363333333333333
2024-09-13,17.841666666666665
2024-09-14,17.774166666666666
2024-09-15,16.486666666666668
2024-09-16,17.799166666666668
2024-09-17,16.813333333333333
2024-09-18,14.720833333333333
2024-09-19,13.335
2024-09-20,13.705833333333333
2024-09-21,14.217500000000001
2024-09-22,9.362499999999999
2024-09-23,11.336666666666666
2024-09-24,15.688333333333333
2024-09-25,16.2175
2024-09-26,15.22
2024-09-27,15.241666666666667
2024-09-28,12.9525
2024-09-29,8.961666666666666
2024-09-30,6.819166666666667
2024-10-01,6.274166666666667
2024-10-02,7.530833333333334
2024-10-03,8.577499999999999
2024-10-04,7.975833333333333
2024-10-05,7.982499999999999
2024-10-06,9.146666666666667
2024-10-07,7.786666666666666
2024-10-08,8.426666666666668
2024-10-09,8.498333333333333
2024-10-10,11.81
2024-10-11,12.865
2024-10-12,8.323333333333332
2024-10-13,7.020833333333333
2024-10-14,6.7225
2024-10-15,6.753333333333334
2024-10-16,6.3308333333333335
2024-10-17,7.741666666666666
2024-10-18,8.300833333333333
2024-10-19,8.348333333333333
2024-10-20,7.767500000000001
2024-10-21,9.2925
2024-10-22,11.194166666666668
2024-10-23,9.72
2024-10-24,10.26
2024-10-25,10.173333333333334
2024-10-26,8.273333333333333
2024-10-27,9.090399999999999
2024-10-28,8.950000000000001
2024-10-29,6.255
2024-10-30,8.655
2024-10-31,6.177499999999999
2024-11-01,7.2075
2024-11-02,3.4616666666666664
2024-11-03,4.095833333333333
2024-11-04,3.1841666666666666
2024-11-05,6.4316666666666675
2024-11-06,7.903333333333333
2024-11-07,6.8625
2024-11-08,6.575833333333333
2024-11-09,7.011666666666667
2024-11-10,4.943333333333333
2024-11-11,3.1300000000000003
2024-11-12,4.7700000000000005
2024-11-13,5.0075
2024-11-14,5.2975
2024-11-15,5.440833333333334
2024-11-16,8.544166666666667
2024-11-17,6.093333333333334
2024-11-18,3.5366666666666666
2024-11-19,2.1774999999999998
2024-11-20,1.7750000000000001
2024-11-21,1.3758333333333335
2024-11-22,-0.6716666666666667
2024-11-23,-0.9233333333333333
2024-11-24,0.30583333333333335
2024-11-25,4.0183333333333335
2024-11-26,6.4383333333333335
2024-11-27,5.586666666666666
2024-11-28,4.348333333333334
2024-11-29,2.901666666666667
2024-11-30,5.003333333333333
2024-12-01,5.7525
2024-12-02,3.688333333333333
2024-12-03,3.0475
2024-12-04,-2.876666666666667
2024-12-05,-2.294166666666667
2024-12-06,-1.0816666666666668
2024-12-07,-0.8933333333333334
2024-12-08,-1.3775000000000002
2024-12-09,-1.7437500000000001
2024-12-10,-0.0725
2024-12-11,1.8122916666666666
2024-12-12,-0.15583333333333335
2024-12-13,-0.62
2024-12-14,1.7441666666666666
2024-12-15,-0.7050000000000001
2024-12-16,1.8866666666666667
2024-12-17,1.7508333333333335
2024-12-18,-2.4258333333333333
2024-12-19,3.720833333333333
2024-12-20,3.8375
2024-12-21,1.2550000000000001
2024-12-22,3.0558333333333336
2024-12-23,2.638333333333333
2024-12-24,1.3608333333333331
2024-12-25,3.8675
2024-12-26,5.976666666666667
2024-12-27,4.389166666666667
2024-12-28,3.2158333333333338
2024-12-29,4.0275
2024-12-30,3.1558333333333337
2024-12-31,-0.7275
2025-01-01,1.0999999999999999
2025-01-02,-2.0558333333333336
2025-01-03,-3.544166666666667
2025-01-04,-4.905833333333333
2025-01-05,-3.688333333333333
2025-01-06,-4.195
2025-01-07,-0.16416666666666663
2025-01-08,1.3108333333333333
2025-01-09,1.0366666666666666
2025-01-10,-0.30583333333333335
2025-01-11,0.23666666666666666
2025-01-12,-3.1166666666666667
2025-01-13,-2.0625
2025-01-14,2.7441666666666666
2025-01-15,1.3491666666666668
2025-01-16,3.0708333333333333
2025-01-17,3.0275
2025-01-18,3.7083333333333335
2025-01-19,2.1308333333333334
2025-01-20,0.026666666666666655
2025-01-21,-2.5933333333333333
2025-01-22,0.08750000000000004
2025-01-23,1.0425
2025-01-24,1.6975
2025-01-25,2.603333333333333
2025-01-26,3.2449999999999997
2025-01-27,1.4941666666666666
2025-01-28,3.4725
2025-01-29,4.63
2025-01-30,4.725833333333333
2025-01-31,3.935
2025-02-01,0.87
2025-02-02,-0.6783333333333333
2025-02-03,-2.4258333333333333
2025-02-04,-4.2175
2025-02-05,-1.5916666666666668
2025-02-06,0.5308333333333334
2025-02-07,-1.4708333333333332
2025-02-08,-2.7891666666666666
2025-02-09,-4.526666666666666
2025-02-10,-4.742500000000001
2025-02-11,-4.296666666666667
2025-02-12,-5.984999999999999
2025-02-13,-3.901666666666667
2025-02-14,-5.78
2025-02-15,-7.035
2025-02-16,-8.17
2025-02-17,-7.126666666666666
2025-02-18,-5.989999999999999
2025-02-19,-5.201666666666667
2025-02-20,-5.555833333333333
2025-02-21,-1.9733333333333334
2025-02-22,-1.0341666666666667
2025-02-23,-0.3233333333333333
2025-02-24,0.6974999999999999
2025-02-25,0.6375000000000001
2025-02-26,1.1075000000000002
2025-02-27,1.5541666666666665
2025-02-28,1.3133333333333335
2025-03-01,0.7191666666666667
2025-03-02,1.3475000000000001
2025-03-03,2.921666666666667
2025-03-04,3.3350000000000004
2025-03-05,4.071666666666666
2025-03-06,6.901666666666667
2025-03-07,4.761666666666667
2025-03-08,4.690833333333333
2025-03-09,2.670833333333333
2025-03-10,4.309166666666667
2025-03-11,1.5508333333333333
2025-03-12,-0.29583333333333334
2025-03-13,0.9016666666666667
2025-03-14,-0.8802083333333334
2025-03-15,0.17916666666666667
2025-03-16,0.6537499999999999
2025-03-17,-1.031875
2025-03-18,1.2433333333333334
2025-03-19,3.358541666666667
2025-03-20,1.9497916666666668
2025-03-21,1.5531249999999999
2025-03-22,1.7858333333333334
2025-03-23,2.8041666666666667
2025-03-24,1.8525
2025-03-25,3.9683333333333333
2025-03-26,3.723333333333333
2025-03-27,3.3408333333333338
2025-03-28,5.5325
2025-03-29,7.958333333333333
2025-03-30,7.806956521739131
2025-03-31,8.4725
2025-04-01,6.841666666666666
2025-04-02,7.835833333333333
2025-04-03,9.063333333333334
2025-04-04,5.663333333333333
2025-04-05,0.8166666666666668
2025-04-06,-0.3675
2025-04-07,1.1025
2025-04-08,1.4225
2025-04-09,1.4816666666666667
2025-04-10,-0.1475
2025-04-11,1.1458333333333333
2025-04-12,1.6091666666666666
2025-04-13,5.450833333333333
2025-04-14,10.066666666666666
2025-04-15,10.044166666666667
2025-04-16,12.4
2025-04-17,10.8825
2025-04-18,13.941666666666668
2025-04-19,14.298333333333334
2025-04-20,10.649166666666666
2025-04-21,9.0
2025-04-22,7.6875
2025-04-23,7.288333333333334
2025-04-24,5.963333333333334
2025-04-25,3.4475
2025-04-26,3.6975
2025-04-27,3.6933333333333334
2025-04-28,7.625
2025-04-29,9.028333333333334
2025-04-30,5.57
2025-05-01,4.996666666666667
2025-05-02,9.353333333333333
2025-05-03,9.116666666666667
2025-05-04,7.074999999999999
2025-05-05,4.865833333333334
2025-05-06,5.859166666666667
2025-05-07,4.2316666666666665
2025-05-08,4.06
2025-05-09,5.7941666666666665
2025-05-10,6.305
2025-05-11,6.983333333333333
2025-05-12,8.771666666666667
2025-05-13,9.5675
2025-05-14,7.5200000000000005
2025-05-15,7.879166666666666
2025-05-16,9.548333333333334
2025-05-17,9.128333333333332
2025-05-18,12.399166666666666
2025-05-19,14.290833333333333
2025-05-20,11.8975
2025-05-21,10.559166666666668
2025-05-22,12.708333333333334
2025-05-23,10.7575
2025-05-24,9.325000000000001
2025-05-25,10.945833333333333
2025-05-26,12.638333333333334
2025-05-27,13.902499999999998
2025-05-28,15.048333333333334
2025-05-29,15.601666666666667
2025-05-30,13.635
2025-05-31,13.904166666666667
2025-06-01,12.910833333333334
2025-06-02,12.93
2025-06-03,13.4125
2025-06-04,13.988333333333335
2025-06-05,15.723333333333334
2025-06-06,14.174166666666666
2025-06-07,15.680833333333332
2025-06-08,14.610833333333332
2025-06-09,12.760833333333332
2025-06-10,13.143333333333333
2025-06-11,12.389166666666668
2025-06-12,13.348333333333334
2025-06-13,15.445833333333333
2025-06-14,15.254166666666668
2025-06-15,15.71
2025-06-16,16.625
2025-06-17,15.1025
2025-06-18,15.249166666666667
2025-06-19,13.753333333333332
2025-06-20,14.071666666666667
2025-06-21,13.244166666666667
2025-06-22,13.951666666666666
2025-06-23,13.644166666666665
2025-06-24,14.118333333333332
2025-06-25,13.575833333333334
2025-06-26,14.9125
2025-06-27,14.850000000000001
2025-06-28,14.637500000000001
2025-06-29,15.593333333333334
2025-06-30,15.375833333333333
2025-07-01,17.036666666666665
2025-07-02,18.784166666666668
2025-07-03,20.095833333333335
2025-07-04,15.363333333333335
2025-07-05,13.771666666666667
2025-07-06,15.579166666666666
2025-07-07,17.599166666666665
2025-07-08,16.796666666666667
2025-07-09,16.0925
2025-07-10,14.82
2025-07-11,17.949166666666667
2025-07-12,19.459166666666665
2025-07-13,19.323333333333334
2025-07-14,19.346666666666668
2025-07-15,19.850833333333334
2025-07-16,21.103333333333335
2025-07-17,22.209999999999997
2025-07-18,22.219166666666666
2025-07-19,22.23
2025-07-20,21.611666666666665
2025-07-21,21.575833333333332
2025-07-22,21.300833333333333
2025-07-23,21.3125
2025-07-24,21.940833333333334
2025-07-25,22.0825
2025-07-26,21.825833333333335
2025-07-27,21.4175
2025-07-28,22.502499999999998
2025-07-29,22.633333333333336
2025-07-30,22.69333333333333
2025-07-31,21.273333333333333
2025-08-01,18.758333333333333
2025-08-02,19.286666666666665
2025-08-03,21.075833333333332
2025-08-04,21.430000000000003
2025-08-05,18.98
2025-08-06,17.800833333333333
2025-08-07,16.885
2025-08-08,16.63
2025-08-09,17.6775
2025-08-10,17.594166666666666
2025-08-11,17.600833333333334
2025-08-12,16.514166666666664
2025-08-13,16.541666666666668
2025-08-14,17.871666666666666
2025-08-15,19.330833333333334
2025-08-16,17.0075
2025-08-17,14.468333333333334
2025-08-18,15.645833333333334
2025-08-19,16.246666666666666
2025-08-20,14.0675
2025-08-21,11.945833333333333
2025-08-22,12.389166666666666
2025-08-23,12.054166666666667
2025-08-24,11.6625
2025-08-25,11.805833333333334
2025-08-26,12.299166666666666
2025-08-27,12.935833333333335
2025-08-28,14.270000000000001
2025-08-29,14.8725
2025-08-30,16.086666666666666
2025-08-31,15.503333333333332
2025-09-01,15.467500000000001
2025-09-02,15.754166666666668
2025-09-03,16.153333333333332
2025-09-04,16.063333333333333
2025-09-05,17.230833333333333
2025-09-06,18.774166666666666
2025-09-07,18.901666666666667
2025-09-08,18.00583333333333
2025-09-09,16.776666666666667
2025-09-10,17.541666666666668
2025-09-11,18.649166666666666
2025-09-12,16.150833333333335
2025-09-13,16.26
2025-09-14,16.145
2025-09-15,15.214444444444446
